﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
BRUNOY;87682120;SAM;2024-02-03;2024;D;D;Après 20h;289
BRUYERES-SUR-OISE;87276451;DIM;2024-01-21;2024;H;H;De 10h à 16h;33
MAISONS-LAFFITTE;87386425;SAM;2022-11-19;2022;A;A;Après 20h;768
LA-VERRIERE;87393256;JOB;2024-01-16;2024;N;N;Après 20h;220
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;N;N;De 10h à 16h;313
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2025-06-02;2025;C;C;De 16h à 20h;6773
MANTES-STATION;87381590;JOB;2024-01-16;2024;J;J6;De 6h à 10h;185
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 10h à 16h;100
MARLES-EN-BRIE;87116228;JOB;2023-11-14;2023;P;P;De 6h à 10h;449
CHAMPLAN;87725457;SAM;2024-11-30;2024;T12;T12;Avant 6h;0
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 6h à 10h;63
CHANTELOUP-LES-VIGNES;87381475;SAM;2024-01-20;2024;J;J6;De 6h à 10h;190
CHAPONVAL;87276162;DIM;2024-01-21;2024;H;H;De 16h à 20h;15
CHAPONVAL;87276162;JOB;2024-01-16;2024;H;H;Après 20h;0
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;De 16h à 20h;293
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2024-01-20;2024;N;N;Après 20h;119
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 10h à 16h;1520
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;Avant 6h;17
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;De 6h à 10h;109
CHILLY-MAZARIN;87393637;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;317
CHOISY-LE-ROI;87545285;JOB;2025-06-02;2025;C;C;Après 20h;788
CHOISY-LE-ROI;87545285;JOB;2025-06-02;2025;C;C;Avant 6h;486
CHOISY-LE-ROI;87545285;JOB;2025-11-02;2025;C;C;De 6h à 10h;8982
CLAMART;87391565;SAM;2024-01-20;2024;N;N;Avant 6h;14
CLAMART;87391565;SAM;2024-01-20;2024;N;N;De 6h à 10h;379
CLICHY-LEVALLOIS;87381129;DIM;2024-01-21;2024;L;L3;De 10h à 16h;1350
CLICHY-MONTFERMEIL;87704304;SAM;2021-09-18;2021;T4;T4;Avant 6h;3
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;J;J6;De 10h à 16h;883
CONFLANS-FIN-D'OISE;87381459;SAM;2024-01-20;2024;J;J6;Après 20h;209
CONFLANS-SAINTE-HONORINE;87381897;JOB;2024-01-16;2024;J;J6;De 6h à 10h;3569
CONFLANS-SAINTE-HONORINE;87381897;SAM;2024-01-20;2024;J;J6;De 6h à 10h;743
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;De 10h à 16h;1069
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;De 16h à 20h;630
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;De 6h à 10h;407
CORMEILLES-EN-PARISIS;87381863;SAM;2024-01-20;2024;J;J6;Avant 6h;28
COURBEVOIE;87382200;JOB;2024-01-16;2024;L;L2;De 6h à 10h;3144
COURBEVOIE;87382200;SAM;2024-01-20;2024;L;L2;De 6h à 10h;639
GENNEVILLIERS;87271205;SAM;2025-08-02;2025;C;C;De 6h à 10h;233
GOUSSAINVILLE;87276246;SAM;2024-02-03;2024;D;D;De 10h à 16h;1897
GOUSSAINVILLE;87276246;SAM;2024-02-03;2024;D;D;De 16h à 20h;1150
GRAVIGNY-BALIZY;87393645;DIM;2024-01-12;2024;T12;T12;Avant 6h;3
GRAVIGNY-BALIZY;87393645;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;604
GUERARD-LA-CELLE-SUR-MORIN;87116269;JOB;2023-11-14;2023;P;P;De 10h à 16h;24
HAUSSMANN-SAINT-LAZARE;87281899;DIM;2022-03-20;2022;E;E;De 16h à 20h;8160
HERICY;87682435;SAM;2024-01-20;2024;R;R;Avant 6h;1
HOPITAL-DE-MONTFERMEIL;87704338;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;77
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2021-05-12;2021;J;J5;De 6h à 10h;67
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2022-11-20;2022;A;A;Après 20h;649
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;De 16h à 20h;2316
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2021-04-12;2021;J;J5;Avant 6h;7
IVRY-SUR-SEINE;87545301;DIM;2025-09-02;2025;C;C;De 16h à 20h;555
JAVEL;87393066;DIM;2025-09-02;2025;C;C;De 6h à 10h;290
JUVISY;87545244;JOB;2024-12-03;2024;D;D;De 10h à 16h;6551
JUVISY;87545244;JOB;2025-06-02;2025;C;C;Avant 6h;1110
JUZIERS;87381558;SAM;2024-01-20;2024;J;J6;De 10h à 16h;164
L'ABBAYE;87113886;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;239
L'ETANG-LA-VILLE;87382473;DIM;2024-01-21;2024;L;L2;Après 20h;20
L'ETANG-LA-VILLE;87382473;SAM;2024-01-20;2024;L;L2;Après 20h;30
L'ISLE-ADAM-PARMAIN;87276527;DIM;2024-01-21;2024;H;H;De 16h à 20h;295
LA-BARRE-ORMESSON;87271171;JOB;2024-01-16;2024;H;H;Avant 6h;101
LA-BORNE-BLANCHE;87276287;SAM;2024-02-03;2024;D;D;De 16h à 20h;30
LA-FERTE-SOUS-JOUARRE;87116517;DIM;2023-09-17;2023;P;P;Après 20h;127
LA-FERTE-SOUS-JOUARRE;87116517;SAM;2023-09-16;2023;P;P;Avant 6h;17
LA-GRANDE-PAROISSE;87682476;DIM;2024-01-21;2024;R;R;Après 20h;5
LA-GRANDE-PAROISSE;87682476;JOB;2024-01-16;2024;R;R;Avant 6h;2
LA-PLAINE-STADE-DE-FRANCE;87164798;SAM;2019-03-16;2019;B;B;Après 20h;1569
LA-VERRIERE;87393256;DIM;2024-04-28;2024;U;U;De 10h à 16h;634
LAGNY-THORIGNY;87116319;SAM;2023-11-18;2023;P;P;De 16h à 20h;809
LARDY;87545160;SAM;2025-08-02;2025;C;C;De 6h à 10h;99
LE-BOURGET;87271395;DIM;2019-03-17;2019;B;B;De 10h à 16h;5905
LE-BRAS-DE-FER;87681395;JOB;2024-05-03;2024;D;D;De 10h à 16h;1235
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;Après 20h;145
LE-PERRAY;87393298;DIM;2024-01-21;2024;N;N;De 6h à 10h;61
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;Après 20h;34
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;De 16h à 20h;135
LE-PLESSIS-BELLEVILLE;87271551;SAM;2024-01-20;2024;K;K;De 6h à 10h;49
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;SAM;2022-03-19;2022;E;E;De 6h à 10h;1531
LE-STADE;87381095;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1036
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;Après 20h;299
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;De 16h à 20h;746
LES-COQUETIERS;87113845;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;222
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;De 16h à 20h;586
LES-PAVILLONS-SOUS-BOIS;87113852;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;699
LES-VALLEES;87386300;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1575
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;De 10h à 16h;202
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;De 10h à 16h;1411
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;196
LIVRY-SUR-SEINE;87682401;SAM;2024-01-20;2024;R;R;De 10h à 16h;61
LOUVRES;87276253;DIM;2024-03-03;2024;D;D;De 10h à 16h;591
LUZARCHES;87276576;JOB;2024-01-16;2024;H;H;Avant 6h;26
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;De 16h à 20h;20010
MAISONS-ALFORT-ALFORTVILLE;87681155;JOB;2024-05-03;2024;D;D;De 6h à 10h;9767
MAISSE;87681486;JOB;2024-12-03;2024;D;D;Avant 6h;16
MALESHERBES;87684415;SAM;2024-02-03;2024;D;D;Avant 6h;26
MANTES-LA-JOLIE;87381509;DIM;2021-05-12;2021;J;J5;De 10h à 16h;611
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;J;J6;De 10h à 16h;792
MANTES-STATION;87381590;DIM;2021-05-12;2021;J;J5;De 6h à 10h;50
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;Après 20h;22
MARCHEZAIS-BROUE;87393470;SAM;2024-01-20;2024;N;N;Après 20h;11
MARLY-LE-ROI;87382465;SAM;2024-01-20;2024;L;L2;Avant 6h;23
MARLY-LE-ROI;87382465;SAM;2024-01-20;2024;L;L2;De 16h à 20h;398
MASSY-EUROPE;87725465;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;228
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;Avant 6h;27
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;222
MASSY-PALAISEAU;87393579;JOB;2024-11-26;2024;T12;T12;Après 20h;411
MAURECOURT;87381483;SAM;2024-01-20;2024;J;J6;De 6h à 10h;147
MAURICE-AUDIN;87704270;JOB;2021-09-21;2021;T4;T4;Avant 6h;55
MEAUX;87116103;SAM;2023-11-18;2023;P;P;De 6h à 10h;1803
MERIEL;87276675;JOB;2024-01-16;2024;H;H;Avant 6h;24
MEUDON;87393108;DIM;2024-01-21;2024;N;N;Avant 6h;0
MEUDON;87393108;JOB;2024-01-16;2024;N;N;De 16h à 20h;696
MEULAN-HARDRICOURT;87381830;DIM;2024-01-21;2024;J;J6;De 10h à 16h;354
MONTARGIS;87684001;JOB;2024-01-16;2024;R;R;De 16h à 20h;385
MONTEREAU;87682302;JOB;2024-01-16;2024;R;R;De 10h à 16h;962
MONTGERON-CROSNE;87682104;JOB;2024-05-03;2024;D;D;Avant 6h;151
MONTGERON-CROSNE;87682104;SAM;2024-02-03;2024;D;D;De 10h à 16h;1460
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 16h à 20h;7
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 6h à 10h;22
MONTIGNY-BEAUCHAMP;87276089;JOB;2024-01-16;2024;H;H;De 10h à 16h;1008
MONTIGNY-SUR-LOING;87684100;DIM;2024-01-21;2024;R;R;De 10h à 16h;156
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;Avant 6h;18
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;De 16h à 20h;69
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;Après 20h;0
MONTSOULT-MAFFLIERS;87276493;DIM;2024-01-21;2024;H;H;De 6h à 10h;101
MONTSOULT-MAFFLIERS;87276493;JOB;2024-01-16;2024;H;H;De 16h à 20h;682
MORET-VENEUX-LES-SABLONS;87682278;SAM;2024-01-20;2024;R;R;De 6h à 10h;351
MORMANT;87116087;JOB;2023-11-14;2023;P;P;De 10h à 16h;142
MORMANT;87116087;SAM;2023-11-18;2023;P;P;De 6h à 10h;98
MOULIN-GALANT;87681403;SAM;2024-02-03;2024;D;D;De 10h à 16h;229
MOUROUX;87116285;DIM;2023-11-19;2023;P;P;Après 20h;4
NANTEUIL-LE-HAUDOUIN;87271577;SAM;2024-01-20;2024;K;K;Après 20h;7
NANTEUIL-SAACY;87116558;SAM;2023-09-16;2023;P;P;De 10h à 16h;194
NEMOURS-SAINT-PIERRE;87684126;JOB;2024-01-16;2024;R;R;De 6h à 10h;739
NOISY-LE-SEC;87113217;SAM;2022-03-19;2022;E;E;De 6h à 10h;3744
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;De 16h à 20h;482
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;Après 20h;0
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;De 6h à 10h;4
ORRY-LA-VILLE-COYE;87276279;SAM;2024-02-03;2024;D;D;De 16h à 20h;83
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;De 10h à 16h;553
PARC-DU-CHATEAU;87745786;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;219
PARIS-AUSTERLITZ;87547026;JOB;2025-06-02;2025;C;C;Avant 6h;87
PARIS-EST;87113001;DIM;2023-11-19;2023;P;P;De 16h à 20h;6682
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;De 6h à 10h;3324
PARIS-EST;87113001;SAM;2022-03-19;2022;E;E;Après 20h;0
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;Avant 6h;79
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;K;K;De 6h à 10h;57
PARIS-GARE-DU-NORD;87271031;JOB;2023-10-10;2023;B;B;Après 20h;14959
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;K;K;Après 20h;447
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;De 10h à 16h;16834
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;De 6h à 10h;4904
PARIS-MONTPARNASSE;87391003;SAM;2024-01-20;2024;N;N;De 16h à 20h;8999
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;J;J4;Après 20h;3560
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L3;Après 20h;4190
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L2;Après 20h;4939
PETIT-JOUY-LES-LOGES;87393504;SAM;2025-08-02;2025;C;V;De 10h à 16h;44
PETIT-JOUY-LES-LOGES;87393504;SAM;2025-08-02;2025;C;V;De 16h à 20h;42
PETIT-VAUX;87393652;SAM;2024-11-30;2024;T12;T12;Après 20h;16
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;De 6h à 10h;7193
PIERRELAYE;87276097;DIM;2024-01-21;2024;H;H;De 16h à 20h;166
LARDY;87545160;DIM;2025-09-02;2025;C;C;De 10h à 16h;230
PONT-DE-L'ALMA;87393041;JOB;2025-06-02;2025;C;C;De 16h à 20h;4052
LE-BOURGET;87271395;JOB;2023-10-10;2023;B;B;De 10h à 16h;6192
PONTOISE;87276139;JOB;2025-06-02;2025;C;C;Après 20h;101
LE-BRAS-DE-FER;87681395;DIM;2024-03-03;2024;D;D;De 16h à 20h;554
PRECY-SUR-OISE;87276410;JOB;2024-01-16;2024;H;H;De 10h à 16h;12
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 16h à 20h;640
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;Après 20h;1
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;De 10h à 16h;15
PROVINS;87116160;DIM;2023-11-19;2023;P;P;Après 20h;40
LE-STADE;87381095;SAM;2024-01-20;2024;J;J4;Après 20h;260
PUTEAUX;87382382;DIM;2024-01-21;2024;L;L2;De 10h à 16h;763
LES-ESSARTS-LE-ROI;87393280;SAM;2024-01-20;2024;N;N;De 16h à 20h;149
PUTEAUX;87382382;SAM;2024-01-20;2024;L;L2;De 10h à 16h;1013
RIS-ORANGIS;87681338;SAM;2024-02-03;2024;D;D;De 10h à 16h;481
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;Avant 6h;476
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;Après 20h;114
LONGJUMEAU;87393611;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;213
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;Avant 6h;44
LOUVECIENNES;87382457;SAM;2024-01-20;2024;L;L2;Après 20h;69
SAINT-CYR;87393223;SAM;2024-01-20;2024;N;N;De 16h à 20h;850
SAINT-DENIS;87271015;DIM;2024-03-03;2024;D;D;Avant 6h;292
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;De 10h à 16h;11614
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;290
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2024-01-16;2024;L;L2;De 10h à 16h;439
MANTES-LA-JOLIE;87381509;DIM;2021-05-12;2021;J;J5;De 6h à 10h;259
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;Après 20h;161
MANTES-STATION;87381590;DIM;2024-01-21;2024;J;J6;De 16h à 20h;112
MANTES-STATION;87381590;JOB;2024-01-16;2024;J;J6;De 16h à 20h;284
MANTES-STATION;87381590;SAM;2021-04-12;2021;J;J5;De 6h à 10h;86
MAREIL-SUR-MAULDRE;87381715;DIM;2024-01-21;2024;N;N;De 6h à 10h;10
MAREIL-SUR-MAULDRE;87381715;JOB;2024-01-16;2024;N;N;De 10h à 16h;41
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2025-06-02;2025;C;C;Avant 6h;26
MAROLLES-EN-HUREPOIX;87545186;SAM;2025-08-02;2025;C;C;De 16h à 20h;133
SAINTE-GENEVIEVE-DES-BOIS;87545210;DIM;2025-09-02;2025;C;C;De 10h à 16h;1057
SANNOIS;87276188;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1182
SARCELLES-SAINT-BRICE;87276386;DIM;2024-01-21;2024;H;H;De 16h à 20h;1117
SARTROUVILLE;87386417;JOB;2022-11-30;2022;A;A;Avant 6h;395
SAVIGNY-SUR-ORGE;87545236;DIM;2025-09-02;2025;C;C;De 16h à 20h;938
SERMAISE;87545517;DIM;2025-09-02;2025;C;C;Avant 6h;1
COTEAUX-DE-L'ORGE;87745794;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;118
MAULE;87381723;DIM;2024-01-21;2024;N;N;Après 20h;17
SEUGY;87272039;SAM;2024-01-20;2024;H;H;De 16h à 20h;27
COUILLY-SAINT-GERMAIN-QUINCY;87116731;DIM;2023-09-17;2023;P;P;De 10h à 16h;36
MAURICE-AUDIN;87704270;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;698
SEVRES-RIVE-GAUCHE;87393124;SAM;2024-01-20;2024;N;N;Après 20h;113
CRECY-LA-CHAPELLE;87116772;SAM;2023-09-16;2023;P;P;Après 20h;11
STAINS-LA-CERISAIE;87697334;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;820
CROUY-SUR-OURCQ;87116640;DIM;2023-09-17;2023;P;P;De 10h à 16h;53
MONTARGIS;87684001;JOB;2024-01-16;2024;R;R;Après 20h;87
SURESNES-MONT-VALERIEN;87382374;DIM;2024-01-21;2024;L;L2;Avant 6h;20
DORDIVES;87684233;JOB;2024-01-16;2024;R;R;Après 20h;7
MONTEREAU;87682302;SAM;2024-01-20;2024;R;R;Avant 6h;146
SURESNES-MONT-VALERIEN;87382374;JOB;2024-04-23;2024;U;U;Avant 6h;2
DOURDAN-LA-FORET;87540179;SAM;2025-08-02;2025;C;C;De 6h à 10h;9
MONTGERON-CROSNE;87682104;JOB;2024-05-03;2024;D;D;Après 20h;169
TRAPPES;87393835;JOB;2024-01-16;2024;N;N;Avant 6h;88
MONTGEROULT-COURCELLES;87381160;SAM;2024-01-20;2024;J;J6;De 16h à 20h;6
TRIE-CHATEAU;87381236;SAM;2024-01-20;2024;J;J6;De 10h à 16h;9
NANGIS;87116095;DIM;2023-11-19;2023;P;P;De 16h à 20h;179
NANTEUIL-LE-HAUDOUIN;87271577;DIM;2024-01-21;2024;K;K;Après 20h;6
VAL-DE-FONTENAY;87113712;SAM;2022-03-19;2022;E;E;Après 20h;2386
VALMONDOIS;87276535;DIM;2024-01-21;2024;H;H;Avant 6h;5
EPINAY-VILLETANEUSE;87271122;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;1743
VALMONDOIS;87276535;SAM;2024-01-20;2024;H;H;Après 20h;44
EPONE-MEZIERES;87386763;JOB;2025-01-04;2025;J;J5;De 6h à 10h;1370
NOGENT-L'ARTAUD-CHARLY;87116566;JOB;2023-09-19;2023;P;P;De 10h à 16h;126
NOINTEL-MOURS;87276758;DIM;2024-01-21;2024;H;H;De 6h à 10h;44
ERMONT-EAUBONNE;87276055;SAM;2025-08-02;2025;C;C;De 6h à 10h;685
NOISY-LE-SEC;87113217;JOB;2022-03-22;2022;E;E;De 16h à 20h;7580
VILLENNES-SUR-SEINE;87386649;SAM;2021-04-12;2021;J;J5;De 16h à 20h;196
ETRECHY;87545145;JOB;2025-06-02;2025;C;C;De 16h à 20h;219
ETRECHY;87545145;SAM;2025-08-02;2025;C;C;Avant 6h;11
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;Après 20h;1256
PARIS-AUSTERLITZ;87547026;JOB;2025-11-02;2025;C;C;De 10h à 16h;4217
FAREMOUTIERS-POMMEUSE;87116277;DIM;2023-11-19;2023;P;P;De 16h à 20h;64
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;H;H;De 16h à 20h;39390
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;JOB;2024-05-03;2024;D;D;Avant 6h;803
FERRIERES-FONTENAY;87684241;JOB;2024-01-16;2024;R;R;De 10h à 16h;56
PARIS-MONTPARNASSE;87391003;DIM;2024-01-21;2024;N;N;De 6h à 10h;1450
VIROFLAY-RIVE-DROITE;87382887;DIM;2024-01-21;2024;L;L2;Après 20h;139
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L3;De 6h à 10h;5347
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;JOB;2025-06-02;2025;C;C;Avant 6h;88
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;Après 20h;500
VULAINES-SUR-SEINE-SAMOREAU;87682443;DIM;2024-01-21;2024;R;R;Avant 6h;2
FREPILLON;87276659;DIM;2024-01-21;2024;H;H;De 6h à 10h;30
POISSY;87386573;DIM;2021-05-12;2021;J;J5;Après 20h;169
ABLON;87545269;JOB;2025-06-02;2025;C;C;Après 20h;82
GARGES-SARCELLES;87276196;JOB;2024-05-03;2024;D;D;De 10h à 16h;10581
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-30;2022;A;A;De 10h à 16h;98
PONT-DE-L'ALMA;87393041;DIM;2025-09-02;2025;C;C;De 10h à 16h;1695
AMEDEE-GORDINI;87745844;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;412
PONT-DE-L'ALMA;87393041;JOB;2025-06-02;2025;C;C;Après 20h;801
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-23;2019;B;B;De 16h à 20h;2417
GISORS;87381244;SAM;2024-01-20;2024;J;J6;De 16h à 20h;87
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-23;2019;B;B;De 10h à 16h;6287
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;Avant 6h;0
ANDRESY;87381491;JOB;2024-01-16;2024;J;J6;Avant 6h;25
GRAVIGNY-BALIZY;87393645;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;186
ANDRESY;87381491;DIM;2024-01-21;2024;J;J6;Avant 6h;7
PUTEAUX;87382382;JOB;2024-04-23;2024;U;U;De 6h à 10h;959
ANDRESY;87381491;SAM;2024-01-20;2024;J;J6;De 10h à 16h;225
RAMBOUILLET;87393314;DIM;2024-01-21;2024;N;N;De 6h à 10h;146
ARGENTEUIL;87381848;JOB;2024-01-16;2024;J;J4;De 10h à 16h;2744
GROSLAY;87276360;JOB;2024-01-16;2024;H;H;De 16h à 20h;536
ARPAJON;87545467;SAM;2025-08-02;2025;C;C;De 6h à 10h;400
ROMAIN-ROLLAND;87704296;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;196
AULNAY-SOUS-BOIS;87271411;DIM;2024-01-21;2024;K;K;De 16h à 20h;80
HOPITAL-DE-MONTFERMEIL;87704338;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;191
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;J;J4;De 6h à 10h;316
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;Avant 6h;31
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2025-09-02;2025;C;C;De 6h à 10h;40
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-11-09;2021;T4;T4;Après 20h;108
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;L;L3;De 10h à 16h;1780
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;327
BECON-LES-BRUYERES;87382002;DIM;2024-01-21;2024;L;L2;De 6h à 10h;338
SAINT-MAMMES;87682294;JOB;2024-01-16;2024;R;R;De 10h à 16h;95
BECON-LES-BRUYERES;87382002;DIM;2024-01-21;2024;L;L3;De 10h à 16h;1922
IGNY;87393561;SAM;2025-08-02;2025;C;V;De 16h à 20h;92
BECON-LES-BRUYERES;87382002;JOB;2024-01-16;2024;L;L2;De 10h à 16h;1899
SAINT-MICHEL-NOTRE-DAME;87547315;DIM;2025-09-02;2025;C;C;Avant 6h;175
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 10h à 16h;138
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;De 6h à 10h;23
AULNAY-SOUS-BOIS;87271411;SAM;2019-03-16;2019;B;B;Après 20h;2363
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;158
BOIS-BRIARD;87746024;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;40
JAVEL;87393066;JOB;2025-06-02;2025;C;C;Avant 6h;24
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L3;Avant 6h;41
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2025-08-02;2025;C;C;Après 20h;65
BAGNEAUX-SUR-LOING;87684191;DIM;2024-01-21;2024;R;R;Après 20h;10
L'ABBAYE;87113886;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;310
BOIS-LE-ROI;87682203;SAM;2024-01-20;2024;R;R;Après 20h;102
LA-BORNE-BLANCHE;87276287;DIM;2024-03-03;2024;D;D;De 16h à 20h;27
BOISSISE-LE-ROI;87682518;JOB;2024-02-04;2024;D;D;De 16h à 20h;35
LA-CELLE-SAINT-CLOUD;87382432;DIM;2024-01-21;2024;L;L2;De 10h à 16h;562
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2025-09-02;2025;C;C;De 16h à 20h;7366
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2025-09-02;2025;C;C;De 16h à 20h;181
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2025-08-02;2025;C;C;Avant 6h;181
LA-COURNEUVE-AUBERVILLIERS;87271304;JOB;2023-10-10;2023;B;B;Avant 6h;1109
